,train_loss,train_accuracy,test_loss,test_accuracy,test_f1,test_precision,test_recall,test_confusion_matrix
0,0.07304584199583561,0.8829740623904662,0.7157498393223019,0.7199217381147062,0.7202049173066223,0.7205031084154119,0.7199223142185424,"[[2134 1354]
 [1386 4909]]"
