,train_loss,train_accuracy,test_loss,test_accuracy,test_f1,test_precision,test_recall,test_confusion_matrix
0,0.14156529648409671,0.6974237644584648,0.5384380494290849,0.7363771755636024,0.7397182129801696,0.7468145002362604,0.7363794337115405,"[[2446 1042]
 [1537 4758]]"
1,0.12538717216563983,0.7486855941114616,0.527910641613108,0.7406698983763579,0.7433527018408106,0.7483064304943293,0.7406725953184095,"[[2411 1077]
 [1460 4835]]"
2,0.11876723827559812,0.7686207500876271,0.5303431839810856,0.7391513841840907,0.742548381920062,0.7500554338055471,0.7391393233159562,"[[2470 1018]
 [1534 4761]]"
3,0.100646898778997,0.819006309148265,0.5930393722337821,0.7282151617801659,0.7309989105137291,0.736001618461287,0.7282019830317898,"[[2349 1139]
 [1520 4775]]"
