,train_loss,train_accuracy,test_loss,test_accuracy,test_f1,test_precision,test_recall,test_confusion_matrix
0,0.6860642304681203,0.639546091833158,0.6789661969499128,0.7084598761826889,0.6857097710502342,0.698502585283815,0.7084738832668915,"[[1346 2142]
 [ 710 5585]]"
1,0.6724357809721274,0.7053978268489309,0.6665736635201112,0.7154099988319121,0.705718275065572,0.7059728643070297,0.7154247163446795,"[[1703 1785]
 [ 999 5296]]"
2,0.660759471422156,0.7076323168594462,0.6556910961159701,0.7179651909823619,0.7160548116442738,0.7147264664369564,0.7179801696821017,"[[2010 1478]
 [1281 5014]]"
3,0.6505574099314744,0.7095601121626358,0.6460888169382989,0.71755636023829,0.718848975753887,0.7204702813199932,0.7175712971481141,"[[2182 1306]
 [1457 4838]]"
4,0.6408449226498729,0.7106992639327024,0.6374173248681687,0.717249737180236,0.7199890898033616,0.7245649098821509,0.7172646427476235,"[[2281 1207]
 [1559 4736]]"
